newdist,category,horse_name,wrace,life_win,horse_weight,lspedrat,aversprat,jock_per_win,jock_num_win,jockey_weight,postpos,result,winner
False,TCab 3a y+,Star Fan,823591.06,12.121,492.0,58.537,57.397,13.242,174,59.0,5,1,True
False,TCab 3a y+,Alblack,841988.48,21.875,546.0,61.017,60.161,17.972,140,59.0,6,2,False
True,TCab 3a y+,Sub Chopper,578682.68,30.769,404.0,59.682,56.619,15.301,140,59.0,1,3,False
False,TCab 3a y+,Relincho Alegre,554785.85,26.087,424.0,61.935,60.64,12.758,179,59.0,7,4,False
False,TCab 3a y+,Roar Luminozo,165277.8,5.556,490.0,60.888,56.691,9.289,47,59.0,2,5,False
True,TCab 3a y+,Universitaria,364157.04,21.429,416.0,61.633,60.353,11.538,147,57.0,3,6,False
True,TCab 3a y+,Grand Black,183374.98,21.429,454.0,58.271,58.335,7.809,72,59.0,8,7,False
True,TCab 3a y+,Papillote,253024.53,30.769,488.0,61.11,58.738,12.121,52,59.0,4,8,False
False,Clas Pllos 3a,El Danzarín,1020681.47,75.0,482.0,61.296,61.008,17.972,140,56.0,4,1,True
False,Clas Pllos 3a,El Gorrión,829468.68,14.286,506.0,59.797,59.328,15.46,158,56.0,2,2,False
False,Clas Pllos 3a,Gipsy Track,317828.51,11.111,462.0,60.218,59.684,11.538,147,56.0,1,3,False
False,Clas Pllos 3a,Ethanol,1182663.33,42.857,488.0,57.512,60.094,12.611,99,56.0,3,4,False
False,TCab 4a y+ g de 2 y 3,Benizi,1212312.97,35.714,458.0,58.712,59.666,10.247,54,53.0,6,1,True
False,TCab 4a y+ g de 2 y 3,Papa Toro,974547.25,45.455,522.0,59.892,59.622,13.242,174,54.0,5,2,False
False,TCab 4a y+ g de 2 y 3,El Baluarte,978743.96,26.667,418.0,58.549,58.897,6.88,43,57.0,7,3,False
False,TCab 4a y+ g de 2 y 3,Onda Maior,833434.48,31.25,456.0,60.232,59.696,7.809,72,56.0,2,4,False
False,TCab 4a y+ g de 2 y 3,Sweat Mon,688551.97,70.0,498.0,62.321,60.739,12.611,99,61.0,1,5,False
False,TCab 4a y+ g de 2 y 3,Unstoppable,424956.29,4.348,500.0,57.724,58.742,9.864,58,53.0,3,6,False
True,TCab 4a y+ g de 2 y 3,Grand Star,817604.74,12.5,,57.622,59.2,9.281,133,51.0,4,0,False
False,Hcap TCab 4a y+ g de 1,Latin Power,1325481.29,21.739,434.0,55.454,56.745,7.167,42,59.0,4,1,True
True,Hcap TCab 4a y+ g de 1,Trasfoguero,2113610.69,23.077,480.0,56.646,58.65,15.301,140,61.0,1,2,False
False,Hcap TCab 4a y+ g de 1,Nansouk,500649.77,12.5,498.0,58.812,57.737,17.972,140,57.0,2,3,False
False,Hcap TCab 4a y+ g de 1,Big Fitz,328002.71,10.714,446.0,58.178,58.497,13.242,174,51.0,7,4,False
False,Hcap TCab 4a y+ g de 1,Zezeu,340349.91,4.167,460.0,55.779,57.825,12.611,99,59.0,3,5,False
False,Hcap TCab 4a y+ g de 1,Pinot Noir,396649.47,3.125,436.0,57.02,57.76,10.106,19,50.0,5,6,False
False,Clas Pcas 3a,Gran Taffeta,775076.24,30.0,456.0,59.957,59.325,9.864,58,56.0,8,1,True
False,Clas Pcas 3a,Madame Sauvage,522899.0,42.857,466.0,59.717,59.485,17.972,140,56.0,7,2,False
False,Clas Pcas 3a,Minister Asesora,618255.62,7.143,464.0,60.707,59.978,5.512,7,56.0,2,3,False
False,Clas Pcas 3a,La Soprana,527225.98,25.0,396.0,60.968,58.988,15.301,140,56.0,4,4,False
False,Clas Pcas 3a,Cafe Osa Melosa,144729.78,33.333,412.0,59.695,59.566,15.46,158,56.0,6,5,False
False,Clas Pcas 3a,Sub Princess,886449.21,50.0,434.0,60.558,60.375,13.242,174,56.0,3,6,False
False,Clas Pcas 3a,Palapila,144729.78,20.0,,60.443,59.13,8.951,87,56.0,5,0,False
True,Clas Pcas 3a,Papillotante,0.0,0.0,,,,10.247,54,56.0,1,0,False
False,Pllos 3a g de 1,Pleitero,394687.1,50.0,446.0,59.08,59.423,9.281,133,57.0,5,1,True
True,Pllos 3a g de 1,Old Glory,904215.57,14.286,494.0,60.586,60.323,12.758,179,57.0,2,2,False
True,Pllos 3a g de 1,Gamo,211860.12,25.0,440.0,60.011,59.697,17.972,140,56.0,4,3,False
False,Pllos 3a g de 1,Señor Frogs,405565.23,12.5,496.0,58.761,59.778,10.116,61,56.0,3,4,False
False,Pllos 3a g de 1,Ayar Law,152692.02,33.333,430.0,58.756,60.096,9.864,58,56.0,6,5,False
False,Pllos 3a g de 1,Ganadero,150818.46,16.667,472.0,58.355,59.031,7.006,11,56.0,7,6,False
False,Pllos 3a g de 1,Ballard,185939.63,16.667,536.0,60.131,58.012,12.611,99,56.0,8,7,False
True,Pllos 3a g de 1,Querellante,460272.78,18.182,488.0,60.07,60.016,15.46,158,57.0,1,8,False
False,Pllos 3a g de 1,Duro Ft,235906.7,50.0,,60.312,60.18,20.385,53,57.0,9,0,False
False,TCab 5a y+ g de 4,Escalo,1091513.96,31.25,470.0,59.058,59.482,15.301,140,53.0,4,1,True
False,TCab 5a y+ g de 4,Carolvs I,641776.62,11.538,568.0,59.505,60.94,9.318,56,53.0,9,2,False
False,TCab 5a y+ g de 4,Mano Larga,428927.97,31.25,448.0,59.404,59.46,11.936,90,51.0,10,3,False
False,TCab 5a y+ g de 4,Lemur,393086.56,20.0,500.0,59.455,59.418,11.159,26,57.0,2,4,False
False,TCab 5a y+ g de 4,Minister Malucho,838207.53,18.75,450.0,59.401,58.361,5.528,11,53.0,5,5,False
False,TCab 5a y+ g de 4,El Periodista,402544.46,18.182,448.0,57.281,58.692,11.538,147,51.0,7,6,False
False,TCab 5a y+ g de 4,Polyus,1300758.31,23.81,512.0,59.335,58.718,13.242,174,55.0,1,7,False
False,TCab 5a y+ g de 4,Centenario,1390139.09,35.714,542.0,55.92,56.391,6.88,43,56.0,8,8,False
False,TCab 5a y+ g de 4,Turi Giuliano,453600.0,9.091,440.0,58.653,56.896,9.281,133,51.0,3,9,False
False,TCab 5a y+ g de 4,Café Plutarco,683338.17,20.0,466.0,53.077,58.716,4.274,5,53.0,6,10,False
False,Cab 4a y+ g de 1,Indocumentado Par,406481.03,12.5,452.0,58.048,58.178,6.472,31,57.0,4,1,True
False,Cab 4a y+ g de 1,Basko Hy,915148.66,6.25,444.0,58.198,58.323,11.936,90,57.0,6,2,False
True,Cab 4a y+ g de 1,Candy Balboa,387895.61,6.452,460.0,59.602,59.321,9.514,47,58.0,10,3,False
True,Cab 4a y+ g de 1,Random,387617.61,20.0,496.0,59.52,59.046,6.88,43,58.0,2,4,False
False,Cab 4a y+ g de 1,Gandhi,228481.04,3.448,410.0,58.575,58.73,15.301,140,57.0,8,5,False
False,Cab 4a y+ g de 1,Smash,181879.71,11.111,520.0,57.965,58.562,9.318,56,57.0,3,6,False
False,Cab 4a y+ g de 1,Rock Guayabo,291928.89,6.667,452.0,60.132,58.692,13.408,48,57.0,5,7,False
False,Cab 4a y+ g de 1,Rompecolchon,779668.41,6.061,448.0,56.707,56.898,8.605,37,57.0,11,8,False
False,Cab 4a y+ g de 1,Pavarotti,454400.52,8.108,446.0,57.722,57.949,12.758,179,57.0,7,9,False
False,Cab 4a y+ g de 1,Royal Storm,209865.16,12.5,540.0,58.724,58.193,7.062,25,57.0,1,10,False
False,Cab 4a y+ g de 1,Gelsi,238687.12,14.286,470.0,57.695,58.713,7.809,72,57.0,9,11,False
False,Yeg 4a y+ g de 2,Ha Ha Ha,280140.76,50.0,422.0,59.336,59.593,10.247,54,57.0,7,1,True
False,Yeg 4a y+ g de 2,Free To Bright,550102.98,20.0,490.0,58.833,59.189,12.758,179,57.0,4,2,False
False,Yeg 4a y+ g de 2,Blachard,821053.84,13.793,450.0,58.321,58.593,15.301,140,58.0,10,3,False
False,Yeg 4a y+ g de 2,Never Say Never,399089.22,20.0,444.0,58.215,58.62,9.514,47,58.0,11,4,False
False,Yeg 4a y+ g de 2,Even Fever,604779.26,11.111,408.0,58.312,57.954,9.318,56,57.0,9,5,False
False,Yeg 4a y+ g de 2,Warszawa,271945.72,13.333,458.0,55.926,58.376,8.951,87,57.0,3,6,False
False,Yeg 4a y+ g de 2,Angelica Storm,864503.61,8.696,394.0,57.607,58.746,10.106,19,57.0,6,7,False
False,Yeg 4a y+ g de 2,Por Logica,425964.68,8.696,450.0,57.819,58.171,9.281,133,54.0,1,8,False
False,Yeg 4a y+ g de 2,La Primera,573562.0,14.286,462.0,56.323,58.33,13.242,174,57.0,5,9,False
False,Yeg 4a y+ g de 2,Encuestadora,15476.01,0.0,440.0,58.658,58.21,7.809,72,54.0,8,10,False
False,Yeg 4a y+ g de 2,Ilusao Veloz,551987.25,15.0,430.0,59.03,58.961,11.538,147,58.0,2,11,False
False,Yeg 4a y+ g de 3,Raki Law,1189365.01,19.231,442.0,59.683,59.272,8.304,24,57.0,1,1,True
False,Yeg 4a y+ g de 3,Agripina,1366018.34,17.391,438.0,60.12,59.97,11.936,90,55.0,6,2,False
False,Yeg 4a y+ g de 3,Black Surprise,258395.97,4.348,480.0,57.307,59.702,9.281,133,54.0,9,3,False
False,Yeg 4a y+ g de 3,Regal Iris,887961.58,29.412,440.0,59.994,60.246,7.062,25,55.0,3,4,False
False,Yeg 4a y+ g de 3,Maçanilha,822610.43,22.222,478.0,60.575,60.772,17.972,140,54.0,5,5,False
False,Yeg 4a y+ g de 3,Paulette,626638.23,15.0,476.0,58.385,60.32,11.538,147,53.0,11,6,False
True,Yeg 4a y+ g de 3,Aguaturbia,596692.25,12.5,496.0,61.364,59.472,8.951,87,53.0,10,7,False
False,Yeg 4a y+ g de 3,Amanda Law,661434.48,15.385,450.0,61.578,59.79,7.955,7,55.0,8,8,False
False,Yeg 4a y+ g de 3,Estrella Negra,888369.83,18.182,456.0,59.686,60.124,10.116,61,55.0,2,9,False
True,Yeg 4a y+ g de 3,Café Verona,437491.22,4.0,396.0,60.857,59.848,12.6,79,54.0,7,10,False
True,Yeg 4a y+ g de 3,Bonaventura,745354.25,17.391,414.0,60.653,59.905,10.247,54,57.0,4,11,False
False,Cab 4a y+ g de 1,Grito De Ipiranga,758883.79,19.048,506.0,60.123,58.995,3.571,5,58.0,2,1,True
False,Cab 4a y+ g de 1,Madagascar,783346.78,5.556,486.0,58.101,59.266,6.88,43,58.0,14,2,False
False,Cab 4a y+ g de 1,Cavdor Castle,219329.67,8.0,456.0,57.737,57.725,8.951,87,57.0,7,3,False
False,Cab 4a y+ g de 1,Vivid Imagination,193706.05,16.667,492.0,58.196,59.238,13.242,174,57.0,12,4,False
False,Cab 4a y+ g de 1,Jordano,374833.94,10.0,426.0,59.424,59.03,11.159,26,57.0,5,5,False
False,Cab 4a y+ g de 1,Wonder Boy,470589.74,10.0,460.0,59.294,59.367,7.062,25,58.0,9,6,False
True,Cab 4a y+ g de 1,Maizal,376228.14,8.333,518.0,59.531,59.557,6.667,45,58.0,6,7,False
False,Cab 4a y+ g de 1,Hard Lake,127116.25,25.0,474.0,59.15,58.705,11.936,90,57.0,1,8,False
False,Cab 4a y+ g de 1,Crucero Ft,331930.18,13.333,466.0,56.843,58.901,13.408,48,57.0,11,10,False
False,Cab 4a y+ g de 1,Tindalo,218864.24,5.0,442.0,56.976,58.159,10.618,98,57.0,10,11,False
False,Cab 4a y+ g de 1,Concrete Jungle,174642.45,14.286,456.0,56.864,58.684,7.809,72,57.0,3,12,False
False,Cab 4a y+ g de 1,Limpiabotas,159283.85,5.556,,56.909,58.688,9.281,133,57.0,8,0,False
False,Pllos 3a perd,Know Valley,392032.51,33.333,424.0,59.534,59.136,8.951,87,56.0,5,1,True
True,Pllos 3a perd,Unreal,407986.37,25.0,456.0,59.196,59.765,11.538,147,57.0,9,2,False
False,Pllos 3a perd,Hugo Boss,45753.26,0.0,466.0,59.284,59.284,15.46,158,56.0,1,3,False
True,Pllos 3a perd,Tony Soprano,29749.67,0.0,432.0,58.281,58.731,9.864,58,56.0,12,4,False
True,Pllos 3a perd,Chispeante,76870.77,25.0,426.0,59.42,58.913,12.758,179,57.0,4,5,False
False,Pllos 3a perd,Arjan,326366.22,0.0,446.0,58.52,59.091,13.242,174,56.0,3,6,False
True,Pllos 3a perd,Bolivar,0.0,0.0,492.0,,,5.528,11,56.0,11,7,False
True,Pllos 3a perd,Lanzador,100929.52,0.0,486.0,59.271,58.474,7.062,25,56.0,8,8,False
False,Pllos 3a perd,Soy Astemio,0.0,0.0,468.0,54.686,54.686,9.514,47,56.0,6,9,False
False,Pllos 3a perd,Asi Exploro,0.0,0.0,490.0,57.995,57.995,15.301,140,56.0,13,10,False
False,Pllos 3a perd,Propicio,0.0,0.0,434.0,57.52,58.355,10.247,54,56.0,14,11,False
False,Pllos 3a perd,Alberti,0.0,0.0,410.0,57.681,57.599,7.167,42,56.0,7,12,False
False,Pllos 3a perd,Fanfan,0.0,0.0,428.0,56.255,56.6,7.809,72,56.0,2,13,False
False,Pllos 3a perd,Suertudo,98483.77,16.667,,58.937,58.6,10.106,19,57.0,10,0,False
True,Cab 4a  y+ perd,Joyelero,438485.94,22.222,530.0,59.175,58.74,20.385,53,58.0,14,1,True
False,Cab 4a  y+ perd,Mundial,217825.46,11.765,432.0,56.561,58.063,6.557,12,58.0,10,2,False
True,Cab 4a  y+ perd,Fade Real,273461.37,10.526,460.0,58.364,57.914,8.951,87,58.0,1,3,False
True,Cab 4a  y+ perd,Cafe Universo,209373.2,14.286,394.0,58.769,58.903,7.809,72,58.0,3,4,False
False,Cab 4a  y+ perd,Hot Line,71110.06,0.0,482.0,57.946,55.735,12.611,99,57.0,8,5,False
False,Cab 4a  y+ perd,Crazy,52393.97,12.5,460.0,58.239,58.541,10.106,19,58.0,11,6,False
True,Cab 4a  y+ perd,Penitente Chico,143925.45,9.091,448.0,58.728,58.009,10.745,62,58.0,9,7,False
False,Cab 4a  y+ perd,Andorra,70860.29,0.0,474.0,56.822,57.547,9.514,47,57.0,7,8,False
True,Cab 4a  y+ perd,Once Titular,16796.31,0.0,506.0,54.805,55.766,8.017,19,54.0,12,9,False
False,Cab 4a  y+ perd,Cuatro Ebrios,325993.92,11.765,532.0,58.321,57.931,9.281,133,58.0,4,10,False
False,Cab 4a  y+ perd,Cholo,5222.83,0.0,468.0,54.291,55.457,11.301,33,54.0,13,11,False
True,Cab 4a  y+ perd,Fin De Año,0.0,0.0,410.0,56.38,55.881,5.63,21,57.0,5,12,False
True,Cab 4a  y+ perd,Maori,162799.93,16.667,454.0,56.771,58.362,10.247,54,58.0,6,13,False
True,Cab 4a  y+ perd,Don Mundo,0.0,0.0,472.0,57.168,54.189,4.274,5,57.0,2,14,False
False,Cab 4a  y+ perd,Grand Soñador,101235.84,5.0,,53.511,56.955,7.783,33,58.0,0,0,False
False,Cab 4a perd,Rock Zazu,223904.83,28.571,486.0,58.939,57.51,5.679,23,58.0,2,1,True
False,Cab 4a perd,Arlequin Orejano,238821.33,3.226,390.0,58.698,58.371,8.017,19,58.0,5,2,False
False,Cab 4a perd,Baron B,27345.63,0.0,474.0,57.552,57.678,15.46,158,57.0,7,3,False
True,Cab 4a perd,Titanico,217756.87,5.556,418.0,57.684,58.209,7.809,72,58.0,6,4,False
False,Cab 4a perd,Bigred,176857.51,3.704,464.0,58.577,58.172,8.994,42,58.0,4,5,False
False,Cab 4a perd,Jueves GG,155007.4,4.762,470.0,57.874,57.868,15.301,140,58.0,3,6,False
False,Cab 4a perd,Syrup,90213.31,5.263,522.0,58.898,56.891,5.512,7,58.0,1,7,False
False,Cab 4a y+ g de 1,Anegrogato,457179.77,18.75,502.0,59.296,58.659,8.304,24,58.0,5,1,True
False,Cab 4a y+ g de 1,Fideicomiso,403710.54,7.692,454.0,58.913,58.831,9.281,133,55.0,4,2,False
False,Cab 4a y+ g de 1,Gaitan,220223.83,11.111,552.0,59.062,58.36,7.006,11,57.0,1,3,False
False,Cab 4a y+ g de 1,Flash Photofinish,509985.25,3.846,486.0,58.306,59.25,11.936,90,57.0,2,4,False
False,Cab 4a y+ g de 1,Candy Balboa,387895.61,6.452,462.0,59.058,59.229,9.514,47,58.0,7,5,False
False,Cab 4a y+ g de 1,Fizzy,247872.91,42.857,486.0,60.117,58.654,12.758,179,58.0,3,6,False
False,Cab 4a y+ g de 1,Wonder Boy,470589.74,10.0,456.0,59.863,59.603,7.062,25,58.0,6,7,False
False,Yeg 4a y+ g de 3,Francisca Derimini,799593.56,40.0,510.0,57.676,58.641,12.758,179,55.0,4,1,True
False,Yeg 4a y+ g de 3,Texas Par,1145446.83,18.519,402.0,58.031,59.06,10.618,98,56.0,2,2,False
False,Yeg 4a y+ g de 3,Clarita,1129003.41,17.647,454.0,57.602,57.677,9.281,133,53.0,8,3,False
False,Yeg 4a y+ g de 3,Tivissa,1622391.11,13.793,422.0,58.021,58.692,8.304,24,55.0,7,4,False
False,Yeg 4a y+ g de 3,Grand Star,817604.74,12.5,430.0,57.622,59.2,15.46,158,53.0,3,5,False
False,Yeg 4a y+ g de 3,Kirwa,839737.21,27.778,460.0,60.221,59.431,15.301,140,57.0,1,6,False
False,Yeg 4a y+ g de 3,Goyen,306556.92,6.25,470.0,56.384,58.107,12.6,79,52.0,6,7,False
False,Yeg 4a y+ g de 3,Canoa Quebrada,1214019.55,21.429,,59.698,57.92,15.709,82,58.0,5,0,False
False,Yeg 4a y+ perd,Fanaritz,303763.34,25.0,426.0,57.932,57.832,10.116,61,58.0,5,1,True
False,Yeg 4a y+ perd,Minister Malaya,218921.74,0.0,454.0,58.34,57.898,6.88,43,54.0,1,2,False
True,Yeg 4a y+ perd,Mancha Blanca,66969.5,0.0,450.0,57.488,58.117,7.143,8,57.0,3,3,False
False,Yeg 4a y+ perd,Sweet Smile,236886.76,0.0,414.0,57.041,57.392,3.571,5,57.0,7,4,False
False,Yeg 4a y+ perd,Henrietta,217677.37,4.167,406.0,57.078,57.837,9.514,47,57.0,4,5,False
False,Yeg 4a y+ perd,Graciana,120792.45,5.556,404.0,56.92,57.399,7.809,72,57.0,9,6,False
False,Yeg 4a y+ perd,India Guapa,27877.32,0.0,402.0,56.509,56.393,2.632,4,57.0,6,7,False
False,Yeg 4a y+ perd,Esspantada,68016.41,0.0,398.0,58.674,57.799,5.63,21,57.0,8,8,False
False,Yeg 4a y+ perd,Plata Grande,29031.59,0.0,412.0,57.705,57.957,8.017,19,57.0,2,9,False
True,Cab 5a y+ g de 3,Escajo,762551.24,25.0,440.0,59.331,58.517,9.289,47,58.0,3,1,True
False,Cab 5a y+ g de 3,Dominico,507654.7,9.524,498.0,60.099,59.222,10.618,98,58.0,9,2,False
False,Cab 5a y+ g de 3,El Gran Brujo,773893.4,22.222,476.0,59.938,59.635,7.062,25,58.0,6,3,False
False,Cab 5a y+ g de 3,Amaquina,509029.37,22.222,498.0,57.106,58.788,9.864,58,58.0,8,4,False
True,Cab 5a y+ g de 3,Unstoppable,424956.29,4.348,500.0,59.674,58.931,7.809,72,54.0,7,5,False
False,Cab 5a y+ g de 3,Tonificado,893226.62,13.793,526.0,59.005,59.068,13.242,174,58.0,2,6,False
False,Cab 5a y+ g de 3,Muy Corajudo,718916.33,12.821,412.0,57.126,57.831,9.281,133,58.0,1,7,False
False,Cab 5a y+ g de 3,Amenazante,186286.5,8.696,,56.971,58.572,9.514,47,58.0,5,0,False
False,Cab 4a y+ g de 2,Lucky Brand,555198.84,21.053,458.0,60.686,59.494,15.709,82,58.0,6,1,True
False,Cab 4a y+ g de 2,Rara Avis,708166.01,21.053,450.0,60.688,59.754,9.281,133,58.0,1,2,False
False,Cab 4a y+ g de 2,Sub Champ,1383136.5,13.043,468.0,60.653,59.64,13.242,174,57.0,2,3,False
True,Cab 4a y+ g de 2,Felina,397835.65,16.667,464.0,58.735,59.756,11.538,147,57.0,8,4,False
False,Cab 4a y+ g de 2,Subdue,482568.5,15.0,398.0,60.417,59.462,5.63,21,58.0,7,5,False
False,Cab 4a y+ g de 2,Gisela,347743.25,17.647,448.0,59.646,59.32,12.121,52,58.0,5,6,False
False,Cab 4a y+ g de 2,Gran Bretaña,357035.69,18.182,480.0,58.918,58.317,13.408,48,57.0,9,7,False
False,Cab 4a y+ g de 2,La Citroneta,510455.44,16.667,446.0,60.607,59.552,6.88,43,58.0,4,8,False
True,Cab 4a y+ g de 2,Que Pintura,217879.04,6.061,424.0,58.55,57.998,11.936,90,55.0,3,9,False
True,Yeg 4a y+ perd,Guadeloupe,473166.45,17.241,434.0,57.025,56.47,10.618,98,58.0,6,1,True
False,Yeg 4a y+ perd,Risabien Bo,282257.16,33.333,468.0,57.527,58.008,11.538,147,58.0,2,2,False
False,Yeg 4a y+ perd,Aguila Harpya,189283.49,6.25,448.0,57.09,57.452,8.017,19,58.0,10,3,False
False,Yeg 4a y+ perd,Kumanda,389768.53,0.0,456.0,57.432,57.148,15.46,158,57.0,9,4,False
False,Yeg 4a y+ perd,Tritry,159034.93,5.556,440.0,58.101,57.654,12.758,179,58.0,7,5,False
False,Yeg 4a y+ perd,Celia h,231682.67,14.286,424.0,57.13,58.433,7.809,72,58.0,5,6,False
False,Yeg 4a y+ perd,Profit Love,110219.47,6.667,396.0,57.701,58.821,7.062,25,58.0,1,7,False
False,Yeg 4a y+ perd,Lady Chiver,0.0,0.0,400.0,59.672,56.896,11.301,33,57.0,3,8,False
False,Yeg 4a y+ perd,Free Like Me,278590.22,5.556,356.0,57.255,57.788,10.247,54,58.0,4,9,False
True,Yeg 4a y+ perd,Deliciosa h,144054.29,4.762,434.0,54.885,57.357,8.951,87,58.0,8,10,False
True,Yeg 4a y+ perd,Vastly,272177.8,11.111,438.0,55.738,57.477,12.727,28,58.0,7,1,True
True,Yeg 4a y+ perd,Blueberry,330613.82,4.167,436.0,56.98,57.407,8.017,19,58.0,10,2,False
False,Yeg 4a y+ perd,Storm Love,52409.24,0.0,396.0,55.887,56.551,12.758,179,54.0,2,3,False
False,Yeg 4a y+ perd,Great South,29298.21,0.0,408.0,57.415,58.231,9.507,54,57.0,4,4,False
False,Yeg 4a y+ perd,Hankara,89148.76,0.0,448.0,57.449,57.284,9.281,133,55.0,6,5,False
False,Yeg 4a y+ perd,Serena Fund,84434.45,7.143,470.0,59.553,58.563,11.538,147,57.0,1,6,False
True,Yeg 4a y+ perd,Enfadada,7081.84,0.0,440.0,54.938,55.234,7.783,33,57.0,8,7,False
False,Yeg 4a y+ perd,Princess Fast GG,3960.22,0.0,414.0,57.532,57.002,5.63,21,57.0,3,8,False
False,Yeg 4a y+ perd,Cuqui Law,105828.0,8.333,458.0,56.288,57.518,10.618,98,58.0,5,9,False
True,Yeg 4a y+ perd,Little Bird,45358.86,3.846,454.0,56.51,56.362,12.6,79,55.0,9,10,False
False,Pcas 3a perd,Petit Palais,294920.29,25.0,444.0,57.25,56.999,9.507,54,57.0,6,1,True
False,Pcas 3a perd,Dorotea Zimmer,136390.41,0.0,448.0,58.104,58.967,9.864,58,56.0,5,2,False
False,Pcas 3a perd,Leila,269933.61,25.0,490.0,57.486,57.729,9.318,56,56.0,1,3,False
False,Pcas 3a perd,Fundidea,223003.49,40.0,412.0,58.313,57.594,11.538,147,57.0,7,4,False
False,Pcas 3a perd,High Hope,264121.66,16.667,450.0,57.409,58.26,17.972,140,57.0,3,5,False
False,Pcas 3a perd,Havanna Cuba,0.0,0.0,484.0,58.086,57.732,15.46,158,56.0,4,6,False
False,Pcas 3a perd,La Algarabia,78256.8,0.0,,57.761,58.103,13.242,174,56.0,2,0,False
False,Pcas 3a perd,Sorpresa Esperada,364949.53,6.25,450.0,59.692,58.852,7.809,72,56.0,2,1,True
False,Pcas 3a perd,Glory Of York,492339.1,8.333,448.0,56.285,57.665,9.259,55,57.0,4,2,False
True,Pcas 3a perd,Doña Marta,177115.79,0.0,424.0,58.062,57.766,12.758,179,56.0,9,3,False
False,Pcas 3a perd,B Fever,30525.98,0.0,394.0,58.015,57.687,7.062,25,56.0,8,4,False
False,Pcas 3a perd,Re Vivaz,0.0,0.0,446.0,58.705,58.705,13.408,48,56.0,1,5,False
False,Pcas 3a perd,British Queen,118880.76,10.0,420.0,59.264,58.212,11.159,26,57.0,5,6,False
False,Pcas 3a perd,Soy Tramposa,88940.66,25.0,488.0,58.295,59.692,5.528,11,57.0,7,7,False
False,Pcas 3a perd,Harvest,0.0,0.0,452.0,57.405,57.405,4.144,15,56.0,6,8,False
True,Pcas 3a perd,Papusa,0.0,0.0,426.0,,,5.512,7,56.0,3,9,False
False,Pcas 3a perd,Sub Fuss,296138.32,40.0,458.0,57.418,58.666,20.385,53,57.0,7,1,True
False,Pcas 3a perd,Demas,199299.31,9.091,426.0,57.994,58.15,7.006,11,57.0,8,2,False
True,Pcas 3a perd,Smarty Girl,177373.95,0.0,430.0,58.578,59.025,9.864,58,56.0,1,3,False
False,Pcas 3a perd,Basta Ya,32124.31,0.0,440.0,57.614,58.281,15.301,140,56.0,5,4,False
True,Pcas 3a perd,Soy Bonita,97642.66,0.0,420.0,57.517,58.855,10.116,61,56.0,2,5,False
False,Pcas 3a perd,Flaming Danger,174084.8,0.0,410.0,58.578,57.938,7.167,42,56.0,4,6,False
False,Pcas 3a perd,Holly Art,0.0,0.0,430.0,57.943,58.068,11.538,147,56.0,9,7,False
False,Pcas 3a perd,Guapa Arequera,0.0,0.0,442.0,57.655,57.687,15.46,158,56.0,6,8,False
False,Pcas 3a perd,Pilsenera,0.0,0.0,424.0,58.498,58.498,13.242,174,56.0,3,9,False
False,Pcas 3a perd,Austera,11892.78,0.0,398.0,57.73,56.655,12.758,179,56.0,10,10,False
False,TCab 5a y+ g de 4,Eldorado,298701.18,36.364,474.0,60.268,60.145,9.281,133,51.0,6,1,True
True,TCab 5a y+ g de 4,Alevoso,904079.13,44.444,534.0,60.89,61.605,12.6,79,57.0,8,2,False
False,TCab 5a y+ g de 4,Satanas,571361.01,25.0,504.0,59.37,60.091,8.605,37,52.0,7,3,False
False,TCab 5a y+ g de 4,Saltrak,474213.78,28.571,514.0,58.949,59.518,6.667,45,54.0,2,4,False
False,TCab 5a y+ g de 4,Amadore,715048.56,8.333,540.0,59.423,60.507,7.809,72,54.0,5,5,False
False,TCab 5a y+ g de 4,Palafox,1029615.23,21.429,524.0,59.721,60.598,13.242,174,60.0,1,6,False
True,TCab 5a y+ g de 4,Orejano,892968.59,12.5,514.0,61.121,59.518,9.289,47,56.0,3,7,False
False,TCab 5a y+ g de 4,Dyscrepante,543533.07,15.789,540.0,59.645,60.379,7.062,25,53.0,4,8,False
False,TCab 5a y+ g de 4,Divorciado Feliz,317710.54,10.345,448.0,57.111,58.235,6.88,43,51.0,9,9,False
True,Pllos 3a perd,L'Emperador,146603.34,100.0,514.0,,,15.301,140,56.0,3,1,True
False,Pllos 3a perd,Money Talks,338788.22,16.667,448.0,59.744,59.006,15.709,82,57.0,1,2,False
False,Pllos 3a perd,Olvidado Inc,35201.58,0.0,454.0,59.235,59.264,9.318,56,56.0,2,3,False
False,Pllos 3a perd,Galeto,333216.87,9.091,474.0,58.134,58.95,13.242,174,56.0,4,4,False
False,Pllos 3a perd,Storm Swim,97185.01,0.0,476.0,59.877,59.827,7.062,25,56.0,7,5,False
False,Pllos 3a perd,Halim,131204.92,0.0,410.0,59.147,59.516,12.758,179,56.0,6,6,False
False,Pllos 3a perd,Armageddon,124127.49,0.0,468.0,59.253,59.01,12.611,99,56.0,10,7,False
True,Pllos 3a perd,Imprevisto Tom,0.0,0.0,478.0,,,11.538,147,56.0,9,8,False
True,Pllos 3a perd,Fosforito,0.0,0.0,452.0,54.152,54.152,15.46,158,56.0,8,9,False
True,Pllos 3a perd,Cafe Britanico,333952.88,6.25,,58.458,58.822,7.809,72,57.0,5,0,False
